2025-10-31 00:25:59.918 | INFO | Bind task ['Pcr']
2025-10-31 00:25:59.924 | INFO | Current config: Serial='127.0.0.1:16384', PackageName='auto'
2025-10-31 00:26:04.112 | INFO | Found 0 devices total
2025-10-31 00:26:04.113 | INFO | Available devices: []
2025-10-31 00:26:04.114 | INFO | Found 0 devices total
2025-10-31 00:26:04.115 | INFO | Available devices: []
2025-10-31 00:26:04.116 | INFO | Attempting to connect to 127.0.0.1:16384
2025-10-31 00:26:05.134 | INFO | Found device: 127.0.0.1:16384 (device)
2025-10-31 00:26:05.134 | INFO | Found 1 devices total
2025-10-31 00:26:05.136 | INFO |   [1] 127.0.0.1:16384 - Status: device
2025-10-31 00:26:05.137 | INFO | Available devices (status='device'): 1
2025-10-31 00:26:05.138 | INFO | Selected device: 127.0.0.1:16384
2025-10-31 00:26:05.140 | INFO | Found device: 127.0.0.1:16384 (device)
2025-10-31 00:26:05.141 | INFO | Connecting to 127.0.0.1:16384 (trial 1/3)
2025-10-31 00:26:06.143 | INFO | Connected to device: 127.0.0.1:16384
2025-10-31 00:26:06.144 | INFO | AdbDevice = AdbDevice(serial=127.0.0.1:16384)
2025-10-31 00:26:06.166 | INFO | Detected package: com.bilibili.priconne
2025-10-31 00:26:06.168 | INFO | PackageName = com.bilibili.priconne
2025-10-31 00:26:06.169 | INFO | Device initialized successfully
2025-10-31 00:26:06.170 | INFO | Early initializing MaaTouch
2025-10-31 00:26:06.172 | INFO | [bold]<<< MAATOUCH INIT >>>[/bold]
2025-10-31 00:26:06.173 | INFO | [bold]<<< DROIDCAST INIT >>>[/bold]
2025-10-31 00:26:06.175 | INFO | Stopping DroidCast
2025-10-31 00:26:06.199 | INFO | Device Orientation = 1 (HOME key on the right)
2025-10-31 00:26:06.621 | INFO | ^ 10 1280 720 255
2025-10-31 00:26:06.622 | INFO | $ 255
2025-10-31 00:26:06.623 | INFO | MaaTouch stream connected
2025-10-31 00:26:06.623 | INFO | max_contact: 10; max_x: 1280; max_y: 720; max_pressure: 255
2025-10-31 00:26:06.997 | INFO | Update droidcast resolution
2025-10-31 00:26:07.017 | INFO | Device Orientation = 1 (HOME key on the right)
2025-10-31 00:26:07.018 | INFO | Droidcast resolution: (720, 1280)
2025-10-31 00:26:07.020 | INFO | Pushing DroidCast apk
2025-10-31 00:26:07.076 | INFO | Starting DroidCast apk
2025-10-31 00:26:07.081 | INFO | ShellBackgroundResponse(success=True, pid=8642, description='Successfully started program: CLASSPATH=/data/local/tmp/DroidCast_raw.apk app_process / ink.mol.droidcast_raw.Main > /dev/null')
2025-10-31 00:26:07.084 | INFO | Create forward: ForwardItem(serial='127.0.0.1:16384', local='tcp:20697', remote='tcp:53516')
2025-10-31 00:26:07.086 | INFO | DroidCast_raw = http://127.0.0.1:20697/screenshot?width=1280&height=720
2025-10-31 00:26:07.353 | INFO | DroidCast = online
2025-10-31 00:31:01.601 | INFO | Assets extract
2025-10-31 00:31:01.664 | INFO | Module: character(1)
2025-10-31 00:31:01.686 | INFO | Module: handler(2)
2025-10-31 00:31:01.751 | INFO | Module: ui(6)
2025-10-31 00:31:39.123 | INFO | Bind task ['Pcr']
2025-10-31 00:31:39.127 | INFO | Current config: Serial='127.0.0.1:16384', PackageName='auto'
2025-10-31 00:31:39.129 | INFO | Found device: 127.0.0.1:16384 (device)
2025-10-31 00:31:39.130 | INFO | Found 1 devices total
2025-10-31 00:31:39.132 | INFO | Available devices: ['127.0.0.1:16384']
2025-10-31 00:31:39.133 | INFO | Attempting to connect to 127.0.0.1:16384
2025-10-31 00:31:40.139 | INFO | Found device: 127.0.0.1:16384 (device)
2025-10-31 00:31:40.141 | INFO | Found 1 devices total
2025-10-31 00:31:40.142 | INFO |   [1] 127.0.0.1:16384 - Status: device
2025-10-31 00:31:40.143 | INFO | Available devices (status='device'): 1
2025-10-31 00:31:40.144 | INFO | Selected device: 127.0.0.1:16384
2025-10-31 00:31:40.145 | INFO | Found device: 127.0.0.1:16384 (device)
2025-10-31 00:31:40.146 | INFO | Connecting to 127.0.0.1:16384 (trial 1/3)
2025-10-31 00:31:41.149 | INFO | Connected to device: 127.0.0.1:16384
2025-10-31 00:31:41.151 | INFO | AdbDevice = AdbDevice(serial=127.0.0.1:16384)
2025-10-31 00:31:41.180 | INFO | Detected package: com.bilibili.priconne
2025-10-31 00:31:41.181 | INFO | PackageName = com.bilibili.priconne
2025-10-31 00:31:41.183 | INFO | Device initialized successfully
2025-10-31 00:31:41.184 | INFO | Early initializing MaaTouch
2025-10-31 00:31:41.185 | INFO | [bold]<<< MAATOUCH INIT >>>[/bold]
2025-10-31 00:31:41.186 | INFO | [bold]<<< DROIDCAST INIT >>>[/bold]
2025-10-31 00:31:41.188 | INFO | Stopping DroidCast
2025-10-31 00:31:41.203 | INFO | Device Orientation = 1 (HOME key on the right)
2025-10-31 00:31:41.268 | INFO | Kill pid=8642
2025-10-31 00:31:41.273 | INFO | Kill pid=8643
2025-10-31 00:31:41.288 | INFO | Update droidcast resolution
2025-10-31 00:31:41.337 | INFO | Device Orientation = 1 (HOME key on the right)
2025-10-31 00:31:41.339 | INFO | Droidcast resolution: (720, 1280)
2025-10-31 00:31:41.340 | INFO | Pushing DroidCast apk
2025-10-31 00:31:41.433 | INFO | Starting DroidCast apk
2025-10-31 00:31:41.437 | INFO | ShellBackgroundResponse(success=True, pid=9310, description='Successfully started program: CLASSPATH=/data/local/tmp/DroidCast_raw.apk app_process / ink.mol.droidcast_raw.Main > /dev/null')
2025-10-31 00:31:41.440 | INFO | Reuse forward: ForwardItem(serial='127.0.0.1:16384', local='tcp:20697', remote='tcp:53516')
2025-10-31 00:31:41.441 | INFO | DroidCast_raw = http://127.0.0.1:20697/screenshot?width=1280&height=720
2025-10-31 00:31:41.694 | INFO | DroidCast = offline
2025-10-31 00:31:41.847 | INFO | ^ 10 1280 720 255
2025-10-31 00:31:41.848 | INFO | $ 255
2025-10-31 00:31:41.850 | INFO | MaaTouch stream connected
2025-10-31 00:31:41.851 | INFO | max_contact: 10; max_x: 1280; max_y: 720; max_pressure: 255
2025-10-31 00:31:41.962 | INFO | DroidCast = online
2025-10-31 00:34:48.792 | INFO | Assets extract
2025-10-31 00:34:48.817 | INFO | Module: character(2)
2025-10-31 00:34:48.838 | INFO | Module: handler(2)
2025-10-31 00:34:48.899 | INFO | Module: ui(6)
2025-10-31 00:36:08.704 | INFO | Bind task ['Pcr']
2025-10-31 00:36:08.708 | INFO | Current config: Serial='127.0.0.1:16384', PackageName='auto'
2025-10-31 00:36:08.710 | INFO | Found device: 127.0.0.1:16384 (device)
2025-10-31 00:36:08.711 | INFO | Found 1 devices total
2025-10-31 00:36:08.712 | INFO | Available devices: ['127.0.0.1:16384']
2025-10-31 00:36:08.713 | INFO | Attempting to connect to 127.0.0.1:16384
